_time,_value
2023-02-22T02:17:25.880023712Z,1.01302005746294
2023-02-22T02:17:26.883396004Z,1.00500677923734
2023-02-22T02:17:27.920215563Z,1.00485022879106
2023-02-22T02:17:28.917506771Z,1.00469468909763
2023-02-22T02:17:29.927987962Z,1.00469951649688
2023-02-22T02:17:30.943510189Z,1.00534183756005
2023-02-22T02:17:31.957869453Z,1.00582102776128
2023-02-22T02:17:32.973056627Z,1.00581933675282
2023-02-22T02:17:33.987605494Z,1.00549900201254
2023-02-22T02:17:35.003105972Z,1.00534001592614
2023-02-22T02:17:36.017862341Z,1.00518205219467
2023-02-22T02:17:37.034379931Z,1.00566255284882
2023-02-22T02:17:38.047846285Z,1.00550280246205
2023-02-22T02:17:39.062577112Z,1.00550343984093
2023-02-22T02:17:40.079110872Z,1.00534478188426
2023-02-22T02:17:41.108728087Z,1.00614331508135
2023-02-22T02:17:42.107638538Z,1.00709650248439
2023-02-22T02:17:43.123686393Z,1.00692852000836
2023-02-22T02:17:44.137626422Z,1.00692096817153
2023-02-22T02:17:45.176963353Z,1.00723224940629
2023-02-22T02:17:46.167745507Z,1.00706364613276
2023-02-22T02:17:47.182321123Z,1.00705547629161
2023-02-22T02:17:48.197474744Z,1.00704741847303
2023-02-22T02:17:49.212495363Z,1.00672074808304
2023-02-22T02:17:50.227105677Z,1.00671481927491
2023-02-22T02:17:51.242832405Z,1.00654962814646
2023-02-22T02:17:52.258496532Z,1.00654485145359
2023-02-22T02:17:53.288849433Z,1.00701825362846
2023-02-22T02:17:54.288609462Z,1.00701080163396
2023-02-22T02:17:55.303295291Z,1.00748154239878
2023-02-22T02:17:56.318255122Z,1.00747144281756
2023-02-22T02:17:57.333562858Z,0.99941368730425
2023-02-22T02:17:58.348174985Z,0.999292624697649
2023-02-22T02:17:59.364770036Z,0.999172378640443
2023-02-22T02:18:00.37818965Z,0.999212306457444
2023-02-22T02:18:01.393275683Z,0.998933364210741
2023-02-22T02:18:02.414758536Z,0.998815545429826
2023-02-22T02:18:03.426904817Z,0.998698524954019
2023-02-22T02:18:04.438071886Z,0.998422936372314
2023-02-22T02:18:05.452938699Z,0.998308452668351
2023-02-22T02:18:06.468165416Z,0.99819474877641
2023-02-22T02:18:07.482948729Z,0.997922458379987
2023-02-22T02:18:08.503173806Z,0.997811254556763
2023-02-22T02:18:09.514858781Z,0.997860174249494
2023-02-22T02:18:10.52794669Z,0.997908897608017
2023-02-22T02:18:11.543142685Z,0.997798063505385
2023-02-22T02:18:12.556738665Z,0.997847350182954
2023-02-22T02:18:13.571322254Z,0.997577713976727
2023-02-22T02:18:14.588972273Z,0.997469148688768
2023-02-22T02:18:15.601714645Z,0.997361329429634
2023-02-22T02:18:16.616847339Z,0.997254251973126
2023-02-22T02:18:17.632032891Z,0.997307274029787
2023-02-22T02:18:18.646755412Z,0.997360075875335
2023-02-22T02:18:19.661906679Z,0.997093934593189
2023-02-22T02:18:20.676807942Z,0.996988844091023
2023-02-22T02:18:21.691413403Z,0.997043841499375
2023-02-22T02:18:22.706407768Z,0.996939245240041
2023-02-22T02:18:23.72565488Z,0.996676009913684
2023-02-22T02:18:24.735940093Z,0.9965738088725
2023-02-22T02:18:25.751774967Z,0.996631679332414
2023-02-22T02:18:26.766382896Z,0.99668930171508
2023-02-22T02:18:27.781394805Z,0.996587315164028
2023-02-22T02:18:28.796151912Z,0.996486036274863
2023-02-22T02:18:29.811224122Z,0.989214174852694
2023-02-22T02:18:30.826518034Z,0.989316574354366
2023-02-22T02:18:31.840931237Z,0.989259125627143
2023-02-22T02:18:32.85631805Z,0.989202146463594
2023-02-22T02:18:33.875042302Z,0.989304995945116
2023-02-22T02:18:34.886070686Z,0.989088631881884
